person_id,person_user_username,is_test?,personexperiment_type,person_gender,person_birthyr,person_education,person_wage,person_politics,person_state,person_country
10436,A2JPR54634UJQT,0,tb,0,1970,0,0,0,0,0
10438,A3MZUMSFO3WCJT,0,tb,0,1970,0,0,0,0,0
10439,ARX0S1CIDJLOX,0,tb,0,1970,0,0,0,0,0
10440,A1JTEOWEU90IAE,0,tb,0,1970,0,0,0,0,0
9517,A3LXS3Y6NNTGG3,0,tb,1,1970,7,2,5,51,60
10441,A10HFGQLEOD3VQ,0,tb,0,1970,0,0,0,0,0
10443,A3H6C8N09ZMJEO,0,tb,0,1970,0,0,0,0,0
10444,A42P52VP1GLVY,0,tb,0,1970,0,0,0,0,0
10446,A1G187YBG0DVMQ,0,tb,0,1970,0,0,0,0,0
10448,A201M82ZQU8DME,0,tb,0,1970,0,0,0,0,0
10449,A3D0E8DWQXM7E0,0,tb,0,1970,0,0,0,0,0
10451,ANK8K5WTHJ61C,0,tb,0,1970,0,0,0,0,0
10452,A2IT4KXX0ZKX5Y,0,tb,0,1970,0,0,0,0,0
4114,A118DWOXWSI8VC,0,tb,1,1990,5,2,1,13,0
10038,A24DYXCGZQUZUQ,0,tb,1,1984,4,1,6,36,0
10455,A222EM5TN3FES0,0,tb,0,1970,0,0,0,0,0
9795,A360YJKAGLHHQG,0,tb,0,1976,3,5,5,17,0
10456,A29ZG3G7GR7UQ5,0,tb,0,1970,0,0,0,0,0
4898,A1NGXQMOBCXDC3,0,tb,0,1970,0,0,0,0,0
10460,A18RDBJFY3QWZL,0,tb,0,1970,0,0,0,0,0
9707,A1C8PB8YOYWU5D,0,tb,0,1990,6,4,6,43,0
10461,A3JQ6UU1DQCDKL,0,tb,0,1970,0,0,0,0,0
10462,A1R0689JPSQ3OF,0,tb,0,1970,0,0,0,0,0
10463,A33XI8ZN4NZ0SQ,0,tb,0,1970,0,0,0,0,0
10466,A2R4LTR8P34P41,0,tb,0,1970,0,0,0,0,0
10134,A2JAECGYB2Y7MC,0,tb,0,1970,0,0,0,0,0
5195,A7RAVFS10BUZ1,0,tb,1,1960,4,1,6,9,0
9152,A3B58QWMTBXVE0,0,tb,0,1983,4,6,1,5,0
10467,AAGTU2LLARBO,0,tb,0,1970,0,0,0,0,0
10469,ATVFNT6E4KPQY,0,tb,0,1970,0,0,0,0,0
10472,A25N7AEL9V6LSH,0,tb,0,1970,0,0,0,0,0
10473,A1C1LO2UX3NSNT,0,tb,0,1970,0,0,0,0,0
10474,A2EFQ6X471QJ5P,0,tb,0,1970,0,0,0,0,0
10475,A17QFC2YE9H1KV,0,tb,0,1970,0,0,0,0,0
10072,A20ALQT1HIVSAH,0,tb,0,1977,5,1,6,49,0
7901,AQ36OBO2GRA00,0,tb,0,1977,6,3,2,13,0
10476,A2T5CROJ0FWIJY,0,tb,0,1970,0,0,0,0,0
10477,A3L8HKF9XSRZ9W,0,tb,0,1970,0,0,0,0,0
10478,A27Y441WSBIXM6,0,tb,0,1970,0,0,0,0,0
9133,ALLP45O3BDWYM,0,tb,0,1970,0,0,0,0,0
9179,A2WUQI0SCQCIO1,0,tb,0,1992,4,1,3,43,0
10480,A2NEIYO5SBOUDS,0,tb,0,1970,0,0,0,0,0
10481,A1GR1MMSWT6I4D,0,tb,0,1970,0,0,0,0,0
9588,A3FA1KFSHFVKPM,0,tb,0,1973,7,3,6,40,0
10484,AM8WJHSXTEP3T,0,tb,0,1970,0,0,0,0,0
9654,AHFTG8IGIMZG1,0,tb,0,1982,3,3,8,38,0
6491,ARYGQ46IMW8AU,0,tb,1,1984,6,6,3,40,0
10485,A33RTACPBWATZ,0,tb,0,1970,0,0,0,0,0
10022,A1UWJTUVGAAF6D,0,tb,1,1977,7,6,5,13,0
10488,AIW85EF59VCQO,0,tb,0,1970,0,0,0,0,0
10489,A1EPR9V3VID3RI,0,tb,0,1970,0,0,0,0,0
10490,AZE084MMZVEYT,0,tb,0,1970,0,0,0,0,0
10491,A2SNURWB6B2NXH,0,tb,0,1970,0,0,0,0,0
10492,A3938KLA9ORH2U,0,tb,0,1970,0,0,0,0,0
10493,A3RHGIM99R25Q9,0,tb,0,1970,0,0,0,0,0
10494,AJJILCZOLP7CE,0,tb,0,1970,0,0,0,0,0
10495,A3MCS8WQWZ34RN,0,tb,0,1970,0,0,0,0,0
4490,A3454T4PU9GJM0,0,tb,1,1974,6,4,2,35,0
9804,A35E8LAQ1R6I9X,0,tb,0,1975,6,3,5,23,0
9688,A2OLVF6P86QSQJ,0,tb,0,1970,0,0,0,0,0
10499,A2RYRS301XIZZD,0,tb,0,1970,0,0,0,0,0
10500,A1KQGF9L042R9I,0,tb,0,1970,0,0,0,0,0
9296,A2QLSHXNCHBRN4,0,tb,0,1970,0,0,0,0,0
9805,A14GZ7D1B3JSAW,0,tb,0,1981,4,2,1,47,0
10504,A1FKZ2HY4XKMG1,0,tb,0,1970,0,0,0,0,0
10505,AO0CQ0WT4FT7T,0,tb,0,1970,0,0,0,0,0
10507,A2ZUCKYJE4DPV7,0,tb,0,1970,0,0,0,0,0
10509,A2U6P41BSNOCA0,0,tb,0,1970,0,0,0,0,0
10510,A1EB857G7CK9K9,0,tb,0,1970,0,0,0,0,0
10511,A25TBZHR0QV3LM,0,tb,0,1970,0,0,0,0,0
10512,A3B0ER3HPUROBS,0,tb,0,1970,0,0,0,0,0
10513,A30FG0JPX3YINM,0,tb,0,1970,0,0,0,0,0
10514,A4RMK9LD7UJP6,0,tb,0,1970,0,0,0,0,0
10516,A3KYZSB15KP0MY,0,tb,0,1970,0,0,0,0,0
9533,A27PVIL93ZMY46,0,tb,0,1979,3,6,5,33,0
10517,A1WKENA5660Y84,0,tb,0,1970,0,0,0,0,0
10519,A1DZMDFI9U604W,0,tb,0,1970,0,0,0,0,0
10520,A23YJXEE2AXR3Y,0,tb,0,1970,0,0,0,0,0
10522,A384DW1A7HI9Z7,0,tb,0,1970,0,0,0,0,0
10335,A22MGJB7L33ISJ,0,tb,1,1974,6,3,5,9,0
10524,A6A5CPOIDH9LJ,0,tb,0,1970,0,0,0,0,0
10525,A1400XQ1S4MX97,0,tb,0,1970,0,0,0,0,0
4312,A32UG2P47Y7M1A,0,tb,1,1986,4,1,1,5,0
10526,A152SAO8J1ZL7T,0,tb,0,1970,0,0,0,0,0
9905,A2WJGI7XNUBRND,0,tb,1,1965,4,1,2,21,0
10527,A2ZMOTSNOW067A,0,tb,0,1970,0,0,0,0,0
10528,A35IMPTI2U7XGC,0,tb,0,1970,0,0,0,0,0
10531,A2B8AE07W13OX7,0,tb,0,1970,0,0,0,0,0
9622,A3BL2ZEODD79AZ,0,tb,0,1974,6,3,2,14,0
10532,A3KWGAFSGXQRF,0,tb,0,1970,0,0,0,0,0
10535,A3BBPCRHAJ61PP,0,tb,0,1970,0,0,0,0,0
10539,ACRITYY76ESJM,0,tb,0,1970,0,0,0,0,0
9012,AD317NO9623GZ,0,tb,0,1970,0,0,0,0,0
10540,AY9YUSUP85GG3,0,tb,0,1970,0,0,0,0,0
10086,A1ETJBNTO9ZWZ8,0,tb,0,1970,0,0,0,0,0
9896,A1102MP1CZI32V,0,tb,1,1990,6,1,2,37,0
10542,A1X0WT0A91ZCIH,0,tb,0,1970,0,0,0,0,0
10543,A3C6BPE5UJ9EHR,0,tb,0,1970,0,0,0,0,0
9536,A24UO1UN0P7O0M,0,tb,1,1954,4,2,1,5,0
4596,A3OZ8KF0HWSVWK,0,tb,1,1965,4,1,3,38,184
9861,A1GKTC682SWY23,0,tb,0,1970,0,0,0,0,0
9373,A36SM7QM8OK3H6,0,tb,0,1970,0,0,0,0,0
9597,A3QGX0G6ZZX1E8,0,tb,1,1978,5,2,5,38,0
10544,A3AJOG8FAY1D73,0,tb,0,1970,0,0,0,0,0
10546,A18H47W5TR78VJ,0,tb,0,1970,0,0,0,0,0
10547,A1D2BJV73BYPAH,0,tb,0,1970,0,0,0,0,0
10548,A3B36DO3U2YTZI,0,tb,0,1970,0,0,0,0,0
9693,A142ZRU284W9O,0,tb,1,1981,6,1,2,35,0
10550,A2QQKVIN9R45N6,0,tb,0,1970,0,0,0,0,0
10551,A23O7BIKKPOZ2L,0,tb,0,1970,0,0,0,0,0
10552,A36MTY8RSWBZU7,0,tb,0,1970,0,0,0,0,0
7311,A1KF05U5IO9AFG,0,tb,0,1994,3,6,4,32,0
10555,AO6P1QBPSIV43,0,tb,0,1970,0,0,0,0,0
9293,AXVL79LAL2OPX,0,tb,1,1970,4,1,5,5,0
10556,A1OJZPYZ25QEPV,0,tb,0,1970,0,0,0,0,0
10557,ARE0T5VUG1IXQ,0,tb,0,1970,0,0,0,0,0
10558,ABOVBPOB8P7L4,0,tb,0,1970,0,0,0,0,0
10560,A1GQ9XY93JDDIV,0,tb,0,1970,0,0,0,0,0
10561,AIEPNTBM9BNSE,0,tb,0,1970,0,0,0,0,0
9352,AIH06SF8MK6XF,0,tb,1,1968,7,3,8,38,0
10562,A26107JGUUDQ3N,0,tb,0,1970,0,0,0,0,0
10506,A37A9AGVMHRN2T,0,tb,0,1970,0,0,0,0,0
10565,A2K4I92ILMKK5V,0,tb,0,1970,0,0,0,0,0
8849,A3NI7KS3MIX1SO,0,tb,0,1987,4,1,2,31,0
9718,A39HTG992TS6VH,0,tb,1,1982,5,2,3,35,0
10567,A2FLV1VS579U9G,0,tb,0,1970,0,0,0,0,0
10568,A19JEETR399AW4,0,tb,0,1970,0,0,0,0,0
9229,AGVAY3FTPAVLQ,0,tb,0,1970,0,0,0,0,0
9402,AWJ38GG5NNO1M,0,tb,0,1970,0,0,0,0,0
10442,A1NJ1IJLKAS0Y4,0,tb,0,1970,0,0,0,0,0
9942,A166A2M31CW2C7,0,tb,1,1988,3,2,4,42,0
10573,ADTQEPQAFK762,0,tb,0,1970,0,0,0,0,0
9872,A177EXELDLWTWV,0,tb,0,1970,0,0,0,0,0
9601,A1DQGASPACYYJX,0,tb,0,1983,4,1,6,10,0
9023,ARG47LD1T4XXY,0,tb,1,1986,6,1,1,36,0
9575,AEVU71Z2FDTUX,0,tb,1,1987,4,1,1,13,0
9824,A2Q009DS6B04P5,0,tb,0,1983,5,3,7,46,0
10595,A2KCG73A6QCNCW,0,tb,0,1970,0,0,0,0,0
9153,A3QJ0OWM954E76,0,tb,0,1970,0,0,0,0,0
8898,AQ4WRGANHWRFR,0,tb,1,1993,4,6,5,22,0
9303,A1SSBN3C7NEPEO,0,tb,1,1986,2,6,5,10,0
10602,A2R2L2GA314OEI,0,tb,0,1970,0,0,0,0,0
10603,A1XDKVPUKAHAHN,0,tb,0,1970,0,0,0,0,0
10081,AGTV2SNFKXB11,0,tb,0,1970,0,0,0,0,0
10108,A7TUG10LNB586,0,tb,1,1975,6,2,2,9,0
10128,A3NF9B2NLCLZWT,0,tb,0,1954,3,1,1,47,0
10612,AOKQZBHA40IBW,0,tb,0,1970,0,0,0,0,0
10614,A16HSMUJ7C7QA7,0,tb,0,1970,0,0,0,0,0
10616,A16ACBUG1AF169,0,tb,0,1970,0,0,0,0,0
10618,A2UHEMRALXKUCF,0,tb,0,1970,0,0,0,0,0
10620,A3KFQUNPMIYVVT,0,tb,0,1970,0,0,0,0,0
10621,A1FYWSPNO7KN1O,0,tb,0,1970,0,0,0,0,0
10622,A2WP3WEYA1SQCA,0,tb,0,1970,0,0,0,0,0
10624,A34L4SATGT1O68,0,tb,0,1970,0,0,0,0,0
9127,A37G9LCQCQPOQO,0,tb,0,1990,6,2,3,47,0
10629,A2LCFORIW0NF1S,0,tb,0,1970,0,0,0,0,0
9712,A31RMITN4K8YU7,0,tb,1,1984,5,1,6,21,0
9971,A1ZRK6K5JUPJAV,0,tb,0,1970,0,0,0,0,0
10639,A2SJC9VRBGNC58,0,tb,0,1970,0,0,0,0,0
8763,AROEBUDI2L9G9,0,tb,0,1981,6,2,4,39,0
10644,A2MCV9Q2R1QTM6,0,tb,0,1970,0,0,0,0,0
10646,A24JYYP9QRGUDQ,0,tb,0,1970,0,0,0,0,0
7482,A2EPI9A2N9OP3J,0,tb,0,1984,4,2,6,22,0
9370,A1QCQE5XW37LN1,0,tb,1,1990,6,1,4,5,0
9413,A3HPLIWSXW3XV8,0,tb,0,1970,0,0,0,0,0
10650,A29R8U75D3DAYW,0,tb,0,1970,0,0,0,0,0
10651,A27MN9P4NSJ23S,0,tb,0,1970,0,0,0,0,0
9568,A38DAV8NCBY1J6,0,tb,0,1986,4,1,10,46,0
10652,ANZKTE853UXSD,0,tb,0,1970,0,0,0,0,0
9037,A3T68OBEBCKJF7,0,tb,0,1970,0,0,0,0,0
10653,A3OZT6ZK593GIO,0,tb,0,1970,0,0,0,0,0
7000,A1MYLC3OAJ2H0R,0,tb,1,1964,4,3,2,37,0
10655,A2YL64PU2DBHTB,0,tb,0,1970,0,0,0,0,0
10011,A2ST9REDTH8UAN,0,tb,0,1987,6,3,2,5,0
10656,A195G8EOPWUA47,0,tb,0,1970,0,0,0,0,0
10658,AL1Q4DACT78LM,0,tb,0,1970,0,0,0,0,0
5893,A1DY4DM16TBFPL,0,tb,1,1992,6,2,1,32,0
10663,A3KPVU5XH7W1RP,0,tb,0,1970,0,0,0,0,0
9765,AA8NOYG0AXRJO,0,tb,0,1983,6,4,9,28,0
10670,AR20RBERHIPN8,0,tb,0,1970,0,0,0,0,0
10674,A3FJ79JZ9MO6GB,0,tb,0,1970,0,0,0,0,0
10170,A2A53C2WMV8L9R,0,tb,0,1970,4,4,5,30,0
9645,A1Z048705962W6,0,tb,0,1989,6,5,6,43,0
10679,A3CHY5M4E30YU7,0,tb,0,1970,0,0,0,0,0
10408,A1Z7QTDFX7ZM2O,0,tb,0,1970,0,0,0,0,0
10684,AEZL2AE6EU4FG,0,tb,0,1970,0,0,0,0,0
9210,A1TTA3N401CZTS,0,tb,1,1984,4,1,7,51,183
10409,A3LD1G3R5NOVYH,0,tb,0,1970,0,0,0,0,0
10686,A36MRQBG3LDR7I,0,tb,0,1970,0,0,0,0,0
10687,A8MF3Y278EWK2,0,tb,0,1970,0,0,0,0,0
10688,A2Z7J9T6O7AICJ,0,tb,0,1970,0,0,0,0,0
10689,A1XVYOL52UT8T9,0,tb,0,1970,0,0,0,0,0
10691,A2HTLFV10WMWSO,0,tb,0,1970,0,0,0,0,0
10692,A3JNQZZ7S96N7Q,0,tb,0,1970,0,0,0,0,0
10693,AXNQ2EGR4S6LY,0,tb,0,1970,0,0,0,0,0
10694,A1PE0077HI218F,0,tb,0,1970,0,0,0,0,0
10696,A329OCEYX403XH,0,tb,0,1970,0,0,0,0,0
10698,A1CFPEV7W2ZDC2,0,tb,0,1970,0,0,0,0,0
10699,A1UEI01VN6PP0N,0,tb,0,1970,0,0,0,0,0
10701,A2O3X93U8KRZQ4,0,tb,0,1970,0,0,0,0,0
10704,A35DUEG88GCX5J,0,tb,0,1970,0,0,0,0,0
9582,A17UXYM7D324MI,0,tb,1,1985,6,2,5,5,0
10508,A1CVM8I2566ILI,0,tb,0,1970,0,0,0,0,0
10582,AQPRWT7V2KDZD,0,tb,0,1970,0,0,0,0,0
10453,A1BIJGB7XA0GME,0,tb,0,1970,0,0,0,0,0
10577,A2OE9Y9BO25AP1,0,tb,0,1970,0,0,0,0,0
10710,A31FL51X3U0ICH,0,tb,0,1970,0,0,0,0,0
10712,A3862RIFFUV141,0,tb,0,1970,0,0,0,0,0
10713,A1UIHJ2NM57VNS,0,tb,0,1970,0,0,0,0,0
10140,A2UP0PQTMAHKQK,0,tb,0,1984,4,2,5,38,0
10714,A10FR9ULKYMYAC,0,tb,0,1970,0,0,0,0,0
10018,ACXKO7WRVOXWQ,0,tb,0,1966,6,3,2,7,0
10715,A2MK1S9A4N7ZB3,0,tb,0,1970,0,0,0,0,0
10716,A230CD47RSW0DR,0,tb,0,1970,0,0,0,0,0
10681,AFEA3H3YYNNFJ,0,tb,0,1970,0,0,0,0,0
10718,AX0ZXZZGMU43G,0,tb,0,1970,0,0,0,0,0
10720,A2OXN3AJOY7BB2,0,tb,0,1970,0,0,0,0,0
10590,A3UIDRGBV9NJWR,0,tb,0,1970,0,0,0,0,0
10723,A2IU1B0EVVB3CF,0,tb,0,1970,0,0,0,0,0
10725,AMUIZWSQH3G4,0,tb,0,1970,0,0,0,0,0
10726,ADELW3TS04YY7,0,tb,0,1970,0,0,0,0,0
10729,A3GM78FCDY293T,0,tb,0,1970,0,0,0,0,0
7922,A1OKNQ2JEXW34Q,0,tb,1,1986,6,6,4,5,0
10066,ADQ7ZBGC7693K,0,tb,1,1983,4,2,5,33,0
10730,A13W8W81TPORYZ,0,tb,0,1970,0,0,0,0,0
10732,A308WAUBK9YA7R,0,tb,0,1970,0,0,0,0,0
10733,A2LS0IJ90DA0UY,0,tb,0,1970,0,0,0,0,0
9890,A144CG4DJ1O4P3,0,tb,1,1989,5,2,2,9,0
10742,AO059DU5W1TKN,0,tb,0,1970,0,0,0,0,0
10743,A38ZVPAKGOWUFJ,0,tb,0,1970,0,0,0,0,0
10744,A13TJ0P4X8HJ6Q,0,tb,0,1970,0,0,0,0,0
4748,A2NG6XFFMS8J10,0,tb,1,1982,6,2,4,19,0
10062,A25A2DC5JAEIGX,0,tb,1,1985,7,3,3,51,31
10057,A27Z95LLMJ3UOM,0,tb,1,1975,6,3,8,35,0
10479,A10DM8LZLXL464,0,tb,0,1970,0,0,0,0,0
10747,A1OP238L5ZBHZV,0,tb,0,1970,0,0,0,0,0
10750,A105V8K45AROX6,0,tb,0,1970,0,0,0,0,0
10752,A221FSWO28B4YF,0,tb,0,1970,0,0,0,0,0
10755,A1YR5MF6VI8FCX,0,tb,0,1970,0,0,0,0,0
10095,ACGHHDT7RY1AH,0,tb,0,1970,0,0,0,0,0
9659,A1QUNP6IYOQMZ5,0,tb,0,1965,3,1,3,17,0
10233,A2KPTJMOIYHG69,0,tb,1,1967,4,1,10,46,0
10763,A1PGHAOKNZ8FJ4,0,tb,0,1970,0,0,0,0,0
10765,A2JI5RNPPXE8QE,0,tb,0,1970,0,0,0,0,0
9969,AZ4NM6ZXTGT0,0,tb,0,1983,2,3,2,10,0
10458,AOPP2V6ALNOE0,0,tb,0,1970,0,0,0,0,0
10767,AQLBC0Y74VECT,0,tb,0,1970,0,0,0,0,0
9841,A2IA303OT5BBX0,0,tb,0,1966,6,3,8,1,0
10775,A2RH1SONZT9F5F,0,tb,0,1970,0,0,0,0,0
9832,A3UC45GKCAZ7ZU,0,tb,0,1981,4,3,5,43,0
8895,A1Y3PGC0UILVJJ,0,tb,0,1970,0,0,0,0,0
10777,AP0EC145BC2LI,0,tb,0,1970,0,0,0,0,0
10184,A4J4GGMKJ68L0,0,tb,1,1991,6,4,6,46,0
10783,A84G4G20BQ8O,0,tb,0,1970,0,0,0,0,0
10784,A39RF1I4KALHKM,0,tb,0,1970,0,0,0,0,0
9578,A27QCN3GYCZTPE,0,tb,1,1992,4,6,6,42,0
10786,A338LX9WRIQO0O,0,tb,0,1970,0,0,0,0,0
10790,A1ZLFJV2XH5PYM,0,tb,0,1970,0,0,0,0,0
10791,A1PJLZSOUQ4MIL,0,tb,0,1970,0,0,0,0,0
10792,A22CW0JTO0OY89,0,tb,0,1970,0,0,0,0,0
9733,A17KIXJGFCB7ZQ,0,tb,0,1989,4,6,3,21,0
10796,A22HW0I7PBA28U,0,tb,0,1970,0,0,0,0,0
10572,A2YJQUHFIXNOY0,0,tb,0,1970,0,0,0,0,0
10797,A3TMM9FDZVBD6H,0,tb,0,1970,0,0,0,0,0
10799,A1MHBJCC4UVOGX,0,tb,0,1970,0,0,0,0,0
10802,A1QBANCP9TC8OD,0,tb,0,1970,0,0,0,0,0
10803,AZXQ90YT9YELA,0,tb,0,1970,0,0,0,0,0
10805,ABCOMNTZ8FUHQ,0,tb,0,1970,0,0,0,0,0
10806,A7K3GBARZ68LS,0,tb,0,1970,0,0,0,0,0
10810,A1WEJGJZ75GJWF,0,tb,0,1970,0,0,0,0,0
10813,A1XABAK2UN2GG9,0,tb,0,1970,0,0,0,0,0
10818,AE5LQ7ZQ1RK9A,0,tb,0,1970,0,0,0,0,0
10667,A2H4W8CQ5IV8BG,0,tb,0,1970,0,0,0,0,0
10822,A1Q8DZMRPEIOKH,0,tb,0,1970,0,0,0,0,0
10825,A179FA3NA9FQ47,0,tb,0,1970,0,0,0,0,0
10826,A13WVTRA7UR1FU,0,tb,0,1970,0,0,0,0,0
10829,A2ZBDSR2LZNVAE,0,tb,0,1970,0,0,0,0,0
10105,A2TVG2HLMKVMSL,0,tb,1,1981,4,2,2,43,0
10571,A2GT5ZE485F7AO,0,tb,0,1970,0,0,0,0,0
